index,ecg
1965,-0.06
1966,-0.065
1967,-0.06
1968,-0.095
1969,-0.095
1970,-0.1
1971,-0.065
1972,-0.095
1973,-0.115
1974,-0.09
1975,-0.085
1976,-0.12
1977,-0.08
1978,-0.125
1979,-0.115
1980,-0.105
1981,-0.085
1982,-0.065
1983,0.01
1984,0.04
1985,0.06
1986,0.195
1987,0.155
1988,0.075
1989,0.0
1990,-0.035
1991,-0.09
1992,-0.185
1993,-0.18
1994,-0.19
1995,-0.17
1996,-0.235
1997,-0.08
1998,0.445
1999,1.18
2000,1.415
2001,0.04
2002,-0.71
2003,-0.675
2004,-0.41
2005,-0.165
2006,-0.175
2007,-0.14
2008,-0.13
2009,-0.11
2010,-0.12
2011,-0.1
2012,-0.085
2013,-0.055
2014,-0.045
2015,-0.015
2016,-0.005
2017,0.025
2018,0.055
2019,0.1
2020,0.13
2021,0.175
2022,0.185
2023,0.235
2024,0.25
2025,0.265
2026,0.265
2027,0.27
2028,0.255
2029,0.215
2030,0.17
2031,0.11
2032,0.06
2033,0.04
2034,0.0
2035,-0.01
2036,-0.025
2037,-0.02
2038,-0.03
2039,-0.04
2040,-0.04
2041,-0.03
2042,-0.02
2043,-0.03
2044,-0.035
2045,-0.035
2046,-0.04
2047,-0.055
2048,-0.045
2049,-0.065
2050,-0.065
2051,-0.075
2052,-0.07
2053,-0.08
2054,-0.08
2055,-0.09
2056,-0.08
2057,-0.09
2058,-0.095
2059,-0.1
2060,-0.095
2061,-0.1
2062,-0.1
2063,-0.11
2064,-0.105
2065,-0.11
2066,-0.105
2067,-0.09
2068,-0.025
2069,0.03
2070,0.015
2071,0.095
2072,0.13
2073,0.085
2074,0.005
2075,-0.05
2076,-0.06
2077,-0.175
2078,-0.21
2079,-0.21
2080,-0.205
2081,-0.21
2082,-0.245
2083,0.065
2084,0.89
2085,1.575
2086,0.785
2087,-0.38
2088,-0.715
2089,-0.475
2090,-0.225
2091,-0.18
2092,-0.175
2093,-0.165
2094,-0.155
2095,-0.145
2096,-0.125
2097,-0.115
2098,-0.09
2099,-0.075
2100,-0.045
2101,-0.02
2102,0.0
2103,0.035
2104,0.07
2105,0.11
2106,0.15
2107,0.19
2108,0.23
2109,0.26
2110,0.27
2111,0.275
2112,0.28
2113,0.27
2114,0.24
2115,0.195
2116,0.145
2117,0.095
2118,0.055
2119,0.025
2120,0.0
2121,-0.005
2122,-0.01
2123,-0.01
2124,-0.005
2125,-0.005
2126,-0.005
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,-0.01
2132,-0.015
2133,-0.02
2134,-0.025
2135,-0.035
2136,-0.04
2137,-0.05
2138,-0.055
2139,-0.06
2140,-0.065
2141,-0.065
2142,-0.065
2143,-0.065
2144,-0.075
2145,-0.065
2146,-0.075
2147,-0.075
2148,-0.075
2149,-0.075
2150,-0.08
2151,-0.075
2152,-0.085
2153,-0.07
2154,-0.08
2155,-0.07
2156,-0.08
2157,-0.08
2158,-0.09
2159,-0.08
2160,-0.09
2161,-0.08
2162,-0.095
2163,-0.085
2164,-0.06
2165,-0.01
2166,0.035
2167,0.03
2168,0.125
2169,0.14
2170,0.09
2171,0.015
2172,-0.03
2173,-0.035
2174,-0.16
2175,-0.185
2176,-0.185
2177,-0.15
2178,-0.185
2179,-0.195
2180,0.15
2181,1.065
2182,1.715
2183,0.38
2184,-0.62
2185,-0.63
2186,-0.39
2187,-0.16
2188,-0.165
2189,-0.15
2190,-0.16
2191,-0.135
2192,-0.135
2193,-0.13
2194,-0.11
2195,-0.085
2196,-0.07
2197,-0.035
2198,-0.025
2199,0.0
2200,0.03
2201,0.085
2202,0.095
2203,0.15
2204,0.175
2205,0.225
2206,0.24
2207,0.255
2208,0.275
2209,0.275
2210,0.265
2211,0.26
2212,0.21
2213,0.175
2214,0.11
2215,0.07
2216,0.04
2217,0.025
2218,0.0
2219,-0.01
2220,-0.005
2221,-0.005
2222,-0.02
2223,-0.01
2224,-0.02
2225,-0.005
2226,0.0
2227,-0.03
2228,-0.02
2229,-0.025
2230,-0.015
2231,-0.04
2232,-0.035
2233,-0.045
2234,-0.055
2235,-0.045
2236,-0.06
2237,-0.06
2238,-0.055
2239,-0.07
2240,-0.06
2241,-0.07
2242,-0.06
2243,-0.085
2244,-0.08
2245,-0.07
2246,-0.065
2247,-0.08
2248,-0.085
2249,-0.08
2250,-0.105
2251,-0.09
2252,-0.08
2253,-0.085
2254,-0.1
2255,-0.09
2256,-0.1
2257,-0.08
2258,-0.02
2259,0.005
2260,0.03
2261,0.09
2262,0.17
2263,0.125
2264,0.04
2265,-0.035
2266,-0.025
2267,-0.155
2268,-0.195
2269,-0.2
2270,-0.185
2271,-0.195
2272,-0.205
2273,0.115
2274,0.78
2275,1.265
2276,0.595
2277,-0.285
2278,-0.72
2279,-0.615
2280,-0.33
2281,-0.18
2282,-0.165
2283,-0.15
2284,-0.14
2285,-0.14
2286,-0.125
2287,-0.115
2288,-0.085
2289,-0.055
2290,-0.035
2291,-0.025
2292,0.005
2293,0.01
2294,0.06
2295,0.08
2296,0.1
2297,0.145
2298,0.17
2299,0.21
2300,0.23
2301,0.23
2302,0.25
2303,0.235
2304,0.22
2305,0.195
2306,0.165
2307,0.125
2308,0.07
2309,0.04
2310,0.025
2311,0.005
2312,-0.005
2313,-0.01
2314,0.0
2315,0.005
2316,0.0
2317,0.0
2318,-0.005
2319,-0.01
2320,-0.01
2321,-0.03
2322,-0.03
2323,-0.02
2324,-0.02
2325,-0.05
2326,-0.05
2327,-0.065
2328,-0.055
2329,-0.065
2330,-0.065
2331,-0.07
2332,-0.07
2333,-0.08
2334,-0.085
2335,-0.085
2336,-0.08
2337,-0.075
2338,-0.065
2339,-0.09
2340,-0.105
2341,-0.07
2342,-0.105
2343,-0.075
2344,-0.095
2345,-0.07
2346,-0.095
2347,-0.085
2348,-0.09
2349,-0.07
2350,-0.07
2351,-0.005
2352,0.02
2353,0.045
2354,0.135
2355,0.2
2356,0.115
2357,0.03
2358,-0.03
2359,-0.035
2360,-0.17
2361,-0.175
2362,-0.175
2363,-0.17
2364,-0.205
2365,-0.165
2366,0.265
2367,1.075
2368,1.57
2369,0.21
2370,-0.57
2371,-0.71
2372,-0.51
2373,-0.24
2374,-0.17
2375,-0.155
2376,-0.145
2377,-0.135
2378,-0.125
2379,-0.105
2380,-0.11
2381,-0.055
2382,-0.075
2383,-0.015
2384,-0.03
2385,0.025
2386,0.03
2387,0.06
2388,0.1
2389,0.155
2390,0.17
2391,0.225
2392,0.24
2393,0.275
2394,0.255
2395,0.25
2396,0.25
2397,0.22
2398,0.185
2399,0.14
2400,0.08
2401,0.06
2402,0.01
2403,0.0
2404,-0.01
2405,-0.035
2406,-0.015
2407,-0.02
2408,-0.02
2409,-0.015
2410,-0.005
2411,0.0
2412,-0.03
2413,-0.015
2414,-0.03
2415,-0.04
2416,-0.035
2417,-0.05
2418,-0.055
2419,-0.06
2420,-0.075
2421,-0.08
2422,-0.09
2423,-0.07
2424,-0.075
2425,-0.08
2426,-0.095
2427,-0.085
2428,-0.1
2429,-0.09
2430,-0.1
2431,-0.1
2432,-0.12
2433,-0.135
2434,-0.1
2435,-0.015
2436,0.01
2437,0.035
2438,0.12
2439,0.17
2440,0.085
2441,-0.005
2442,-0.06
2443,-0.055
2444,-0.195
2445,-0.215
2446,-0.22
2447,-0.2
2448,-0.25
2449,-0.145
2450,0.31
2451,1.2
2452,1.645
2453,0.055
2454,-0.75
2455,-0.795
2456,-0.505
2457,-0.24
2458,-0.21
2459,-0.14
2460,-0.17
2461,-0.14
2462,-0.165
2463,-0.12
2464,-0.115
2465,-0.075
2466,-0.075
2467,-0.05
2468,0.0
2469,-0.02
2470,0.045
2471,0.065
2472,0.115
2473,0.165
2474,0.19
2475,0.245
2476,0.255
2477,0.25
2478,0.26
2479,0.285
2480,0.265
2481,0.185
2482,0.17
2483,0.095
2484,0.055
2485,0.03
2486,-0.05
2487,-0.025
2488,-0.06
2489,-0.045
2490,-0.06
2491,-0.07
2492,-0.065
2493,-0.05
2494,-0.05
2495,-0.055
2496,-0.04
2497,-0.045
2498,-0.05
2499,-0.05
2500,-0.07
2501,-0.095
2502,-0.075
2503,-0.08
2504,-0.095
2505,-0.085
2506,-0.1
2507,-0.095
2508,-0.125
2509,-0.1
2510,-0.1
2511,-0.09
2512,-0.055
2513,0.015
2514,0.02
2515,0.06
2516,0.16
2517,0.14
2518,0.035
2519,-0.025
2520,-0.035
2521,-0.125
2522,-0.215
2523,-0.21
2524,-0.19
2525,-0.205
2526,-0.265
2527,-0.005
2528,0.745
2529,1.48
2530,1.13
2531,-0.275
2532,-0.855
2533,-0.65
2534,-0.355
2535,-0.175
2536,-0.175
2537,-0.155
2538,-0.15
2539,-0.15
2540,-0.135
2541,-0.12
2542,-0.075
2543,-0.085
2544,-0.055
2545,-0.02
2546,0.0
2547,0.01
2548,0.065
2549,0.095
2550,0.12
2551,0.21
2552,0.23
2553,0.265
2554,0.285
2555,0.29
2556,0.3
2557,0.275
2558,0.24
2559,0.18
2560,0.14
2561,0.07
2562,0.005
2563,-0.01
2564,-0.03
2565,-0.065
2566,-0.07
2567,-0.07
2568,-0.075
2569,-0.08
2570,-0.06
2571,-0.06
2572,-0.06
2573,-0.055
2574,-0.055
2575,-0.055
2576,-0.06
2577,-0.07
2578,-0.08
2579,-0.08
2580,-0.08
2581,-0.11
2582,-0.1
2583,-0.11
2584,-0.095
2585,-0.11
2586,-0.125
2587,-0.135
2588,-0.085
2589,-0.06
2590,0.005
2591,0.015
2592,0.045
2593,0.145
2594,0.135
2595,0.03
2596,-0.03
2597,-0.065
2598,-0.12
2599,-0.225
2600,-0.22
2601,-0.225
2602,-0.215
2603,-0.255
2604,-0.05
2605,0.615
2606,1.465
2607,1.475
2608,-0.185
2609,-0.885
2610,-0.615
2611,-0.335
2612,-0.17
2613,-0.175
2614,-0.16
2615,-0.15
2616,-0.14
2617,-0.155
2618,-0.13
2619,-0.115
2620,-0.06
2621,-0.07
2622,-0.04
2623,-0.025
2624,0.02
2625,0.04
2626,0.09
2627,0.12
2628,0.18
2629,0.225
2630,0.255
2631,0.285
2632,0.3
2633,0.3
2634,0.29
2635,0.235
2636,0.2
2637,0.14
2638,0.09
2639,0.035
2640,0.005
2641,-0.025
2642,-0.04
2643,-0.05
2644,-0.04
2645,-0.045
2646,-0.045
2647,-0.04
2648,-0.04
2649,-0.045
2650,-0.045
2651,-0.05
2652,-0.04
2653,-0.065
2654,-0.055
2655,-0.065
2656,-0.07
2657,-0.08
2658,-0.08
2659,-0.095
2660,-0.075
2661,-0.09
2662,-0.105
2663,-0.115
2664,-0.105
2665,-0.125
2666,-0.1
2667,-0.115
2668,-0.105
2669,-0.07
2670,-0.005
2671,0.03
2672,0.035
2673,0.125
2674,0.145
2675,0.08
2676,0.025
2677,-0.05
2678,-0.06
2679,-0.19
2680,-0.2
2681,-0.21
2682,-0.205
2683,-0.225
2684,-0.235
2685,0.155
2686,1.09
2687,1.75
2688,0.42
2689,-0.575
2690,-0.67
2691,-0.42
2692,-0.175
2693,-0.175
2694,-0.155
2695,-0.165
2696,-0.145
2697,-0.155
2698,-0.12
2699,-0.125
2700,-0.085
2701,-0.08
2702,-0.045
2703,-0.04
2704,0.0
2705,0.025
2706,0.065
2707,0.09
2708,0.15
2709,0.18
2710,0.225
2711,0.24
2712,0.265
2713,0.275
2714,0.28
2715,0.26
2716,0.235
2717,0.18
2718,0.125
2719,0.07
2720,0.03
2721,0.0
2722,-0.02
2723,-0.03
2724,-0.03
2725,-0.035
2726,-0.03
2727,-0.03
2728,-0.035
2729,-0.025
2730,-0.035
2731,-0.035
2732,-0.03
2733,-0.04
2734,-0.055
2735,-0.06
2736,-0.08
2737,-0.075
2738,-0.08
2739,-0.08
2740,-0.09
2741,-0.09
2742,-0.105
2743,-0.1
2744,-0.105
2745,-0.1
2746,-0.105
2747,-0.1
2748,-0.105
2749,-0.1
2750,-0.075
2751,-0.005
2752,0.04
2753,0.005
2754,0.115
2755,0.135
2756,0.1
2757,0.005
2758,-0.06
2759,-0.07
2760,-0.18
2761,-0.215
2762,-0.215
2763,-0.2
2764,-0.205
2765,-0.245
2766,0.06
2767,0.89
2768,1.58
2769,0.7
2770,-0.47
2771,-0.685
2772,-0.41
2773,-0.19
2774,-0.185
2775,-0.175
2776,-0.17
2777,-0.15
2778,-0.14
2779,-0.13
2780,-0.12
2781,-0.095
2782,-0.07
2783,-0.045
2784,-0.025
2785,-0.005
2786,0.025
2787,0.05
2788,0.085
2789,0.135
2790,0.18
2791,0.21
2792,0.24
2793,0.27
2794,0.26
2795,0.27
2796,0.27
2797,0.24
2798,0.19
2799,0.14
2800,0.095
2801,0.055
2802,0.015
2803,-0.005
2804,-0.005
2805,-0.01
2806,-0.01
2807,-0.02
2808,-0.015
2809,-0.01
2810,-0.02
2811,-0.025
2812,-0.02
2813,-0.035
2814,-0.03
2815,-0.025
2816,-0.055
2817,-0.055
2818,-0.055
2819,-0.065
2820,-0.07
2821,-0.06
2822,-0.075
2823,-0.08
2824,-0.095
2825,-0.08
2826,-0.095
2827,-0.09
2828,-0.09
2829,-0.095
2830,-0.1
2831,-0.09
2832,-0.11
2833,-0.085
2834,-0.06
2835,-0.015
2836,0.03
2837,0.045
2838,0.13
2839,0.16
2840,0.095
2841,0.045
2842,-0.035
2843,-0.04
2844,-0.175
2845,-0.19
2846,-0.195
2847,-0.195
2848,-0.2
2849,-0.21
2850,0.125
2851,0.865
2852,1.45
2853,0.45
2854,-0.48
2855,-0.72
2856,-0.535
2857,-0.235
2858,-0.18
2859,-0.17
2860,-0.16
2861,-0.16
2862,-0.145
2863,-0.14
2864,-0.125
2865,-0.08
2866,-0.085
2867,-0.06
2868,-0.04
2869,0.005
2870,0.02
2871,0.045
2872,0.085
2873,0.135
2874,0.155
2875,0.195
2876,0.215
2877,0.23
2878,0.27
2879,0.265
2880,0.26
2881,0.235
2882,0.175
2883,0.16
2884,0.09
2885,0.05
2886,0.02
2887,0.01
2888,-0.015
2889,-0.025
2890,-0.015
2891,-0.02
2892,-0.005
2893,-0.03
2894,-0.005
2895,-0.015
2896,-0.03
2897,-0.02
2898,-0.03
2899,-0.01
2900,-0.045
2901,-0.065
2902,-0.07
2903,-0.075
2904,-0.055
2905,-0.07
2906,-0.085
2907,-0.065
2908,-0.1
2909,-0.06
2910,-0.105
2911,-0.08
2912,-0.095
2913,-0.095
2914,-0.1
2915,-0.09
2916,-0.11
2917,-0.085
2918,-0.07
2919,-0.005
2920,0.025
2921,0.055
2922,0.14
2923,0.155
2924,0.09
2925,0.02
2926,-0.035
2927,-0.075
2928,-0.165
2929,-0.195
2930,-0.21
2931,-0.205
2932,-0.225
2933,-0.17
2934,0.22
2935,1.055
2936,1.545
2937,0.19
2938,-0.65
2939,-0.765
2940,-0.535
2941,-0.235
2942,-0.195
2943,-0.135
2944,-0.16
2945,-0.135
2946,-0.14
2947,-0.12
2948,-0.095
2949,-0.08
2950,-0.065
2951,-0.035
2952,-0.01
2953,0.0
2954,0.02
2955,0.06
2956,0.1
2957,0.14
2958,0.16
2959,0.21
2960,0.225
2961,0.23
2962,0.265
2963,0.24
2964,0.24
2965,0.225
2966,0.165
2967,0.12
2968,0.085
2969,0.04
2970,0.0
2971,0.0
2972,-0.025
2973,-0.01
2974,-0.025
2975,-0.05
2976,-0.01
2977,-0.025
2978,-0.03
2979,-0.01
2980,-0.04
2981,-0.04
2982,-0.04
2983,-0.025
2984,-0.065
2985,-0.055
2986,-0.075
2987,-0.065
2988,-0.085
2989,-0.08
2990,-0.07
2991,-0.085
2992,-0.1
2993,-0.09
2994,-0.09
2995,-0.1
2996,-0.11
2997,-0.1
2998,-0.09
2999,-0.07
3000,-0.045
3001,0.0
3002,0.035
3003,0.06
3004,0.185
3005,0.16
3006,0.065
3007,0.03
3008,-0.04
3009,-0.11
3010,-0.18
3011,-0.195
3012,-0.205
3013,-0.185
3014,-0.24
3015,-0.05
3016,0.58
3017,1.33
3018,1.29
3019,-0.15
3020,-0.84
3021,-0.705
3022,-0.395
3023,-0.19
3024,-0.175
3025,-0.155
3026,-0.185
3027,-0.125
3028,-0.145
3029,-0.12
3030,-0.09
3031,-0.075
3032,-0.05
3033,-0.035
3034,-0.01
3035,0.025
3036,0.03
3037,0.105
3038,0.115
3039,0.165
3040,0.2
3041,0.235
3042,0.26
3043,0.265
3044,0.265
3045,0.285
3046,0.24
3047,0.2
3048,0.16
3049,0.11
3050,0.07
3051,0.015
3052,-0.01
3053,-0.015
3054,-0.025
3055,-0.04
3056,-0.03
3057,-0.02
3058,-0.03
3059,-0.025
3060,-0.02
3061,-0.03
3062,-0.035
3063,-0.03
3064,-0.04
3065,-0.05
3066,-0.065
3067,-0.055
3068,-0.065
3069,-0.065
3070,-0.085
3071,-0.08
3072,-0.105
3073,-0.085
3074,-0.095
3075,-0.085
3076,-0.115
3077,-0.1
3078,-0.115
3079,-0.09
3080,-0.125
3081,-0.105
3082,-0.065
3083,0.0
3084,0.02
3085,0.055
3086,0.165
3087,0.14
3088,0.05
3089,0.0
3090,-0.045
3091,-0.095
3092,-0.195
3093,-0.205
3094,-0.225
3095,-0.195
3096,-0.23
3097,-0.095
3098,0.455
3099,1.345
3100,1.605
3101,-0.075
3102,-0.845
3103,-0.635
3104,-0.365
3105,-0.16
3106,-0.17
3107,-0.15
3108,-0.16
3109,-0.135
3110,-0.13
3111,-0.105
3112,-0.1
3113,-0.07
3114,-0.055
3115,-0.03
3116,-0.015
3117,0.02
3118,0.055
3119,0.085
3120,0.105
3121,0.175
3122,0.195
3123,0.235
3124,0.255
3125,0.255
3126,0.27
3127,0.27
3128,0.25
3129,0.22
3130,0.18
3131,0.12
3132,0.065
3133,0.035
3134,0.015
3135,0.0
3136,-0.015
3137,-0.01
3138,-0.02
3139,-0.005
3140,-0.005
3141,-0.005
3142,0.0
3143,0.0
3144,-0.005
3145,-0.02
3146,-0.02
3147,-0.015
3148,-0.03
3149,-0.045
3150,-0.05
3151,-0.065
3152,-0.075
3153,-0.065
3154,-0.07
3155,-0.085
3156,-0.08
3157,-0.08
3158,-0.085
3159,-0.075
3160,-0.08
3161,-0.095
3162,-0.09
3163,-0.085
3164,-0.075
3165,-0.095
3166,-0.095
3167,-0.095
3168,-0.095
3169,-0.1
3170,-0.11
3171,-0.08
3172,-0.025
3173,0.025
3174,0.02
3175,0.095
3176,0.155
3177,0.11
3178,0.015
3179,-0.025
3180,-0.035
3181,-0.15
3182,-0.19
3183,-0.195
3184,-0.195
3185,-0.2
3186,-0.235
3187,0.065
3188,0.87
3189,1.575
3190,0.8
3191,-0.395
3192,-0.74
3193,-0.48
3194,-0.22
3195,-0.175
3196,-0.165
3197,-0.145
3198,-0.135
3199,-0.14
3200,-0.12
3201,-0.11
3202,-0.08
3203,-0.065
3204,-0.05
3205,-0.03
3206,0.0
3207,0.02
3208,0.055
3209,0.08
3210,0.115
3211,0.16
3212,0.19
3213,0.215
3214,0.24
3215,0.245
3216,0.25
3217,0.25
3218,0.235
3219,0.205
3220,0.165
3221,0.125
3222,0.08
3223,0.045
3224,0.03
3225,0.015
3226,0.01
3227,0.01
3228,0.005
3229,0.01
3230,0.005
3231,0.01
3232,0.0
3233,0.0
3234,-0.005
3235,-0.015
3236,-0.015
3237,-0.02
3238,-0.03
3239,-0.04
3240,-0.04
3241,-0.05
3242,-0.05
3243,-0.055
3244,-0.055
3245,-0.065
3246,-0.065
3247,-0.06
3248,-0.06
3249,-0.06
3250,-0.07
3251,-0.075
3252,-0.065
3253,-0.07
3254,-0.065
3255,-0.07
3256,-0.07
3257,-0.08
3258,-0.075
3259,-0.08
3260,-0.07
3261,-0.08
3262,-0.075
3263,-0.085
3264,-0.075
3265,-0.09
3266,-0.075
3267,-0.09
3268,-0.075
3269,-0.09
3270,-0.075
3271,-0.055
3272,0.0
3273,0.035
3274,0.035
3275,0.125
3276,0.155
3277,0.095
3278,0.015
3279,-0.03
3280,-0.03
3281,-0.155
3282,-0.17
3283,-0.185
3284,-0.175
3285,-0.195
3286,-0.185
3287,0.19
3288,1.105
3289,1.685
3290,0.195
3291,-0.65
3292,-0.62
3293,-0.385
3294,-0.145
3295,-0.155
3296,-0.135
3297,-0.145
3298,-0.125
3299,-0.135
3300,-0.115
3301,-0.11
3302,-0.065
3303,-0.055
3304,-0.03
3305,-0.02
3306,0.015
3307,0.04
3308,0.08
3309,0.095
3310,0.13
3311,0.15
3312,0.19
3313,0.21
3314,0.215
3315,0.22
3316,0.235
3317,0.23
3318,0.225
3319,0.195
3320,0.17
3321,0.13
3322,0.09
3323,0.055
3324,0.04
3325,0.02
3326,0.01
3327,0.01
3328,0.005
3329,0.015
3330,0.01
3331,0.01
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,-0.015
3337,-0.02
3338,-0.03
3339,-0.035
3340,-0.045
3341,-0.045
3342,-0.055
3343,-0.04
3344,-0.055
3345,-0.05
3346,-0.055
3347,-0.04
3348,-0.065
3349,-0.06
3350,-0.06
3351,-0.05
3352,-0.07
3353,-0.065
3354,-0.07
3355,-0.055
3356,-0.08
3357,-0.065
3358,-0.085
3359,-0.06
3360,-0.085
3361,-0.075
3362,-0.095
3363,-0.065
3364,-0.045
3365,0.005
3366,0.05
3367,0.065
3368,0.165
3369,0.17
3370,0.095
3371,0.025
3372,-0.04
3373,-0.035
3374,-0.17
3375,-0.17
3376,-0.2
3377,-0.17
3378,-0.195
3379,-0.135
3380,0.265
3381,1.065
3382,1.555
3383,0.07
3384,-0.695
3385,-0.655
3386,-0.415
3387,-0.17
3388,-0.16
3389,-0.145
3390,-0.145
3391,-0.125
3392,-0.14
3393,-0.1
3394,-0.11
3395,-0.08
3396,-0.065
3397,-0.02
3398,-0.015
3399,0.015
3400,0.025
3401,0.065
3402,0.105
3403,0.125
3404,0.16
3405,0.18
3406,0.2
3407,0.23
3408,0.205
3409,0.23
3410,0.215
3411,0.205
3412,0.165
3413,0.15
3414,0.09
3415,0.06
3416,0.03
3417,0.015
3418,0.015
3419,0.0
3420,0.0
3421,0.0
3422,-0.01
3423,0.005
3424,-0.005
3425,0.0
3426,-0.025
3427,-0.025
3428,-0.03
3429,-0.04
3430,-0.04
3431,-0.045
3432,-0.055
3433,-0.055
3434,-0.06
3435,-0.055
3436,-0.065
3437,-0.07
3438,-0.07
3439,-0.08
3440,-0.08
3441,-0.075
3442,-0.08
3443,-0.085
3444,-0.095
3445,-0.08
3446,-0.085
3447,-0.1
3448,-0.085
3449,-0.09
3450,-0.1
3451,-0.1
3452,-0.1
3453,-0.025
3454,0.015
3455,0.02
3456,0.08
3457,0.185
3458,0.12
3459,0.055
3460,-0.015
3461,-0.025
3462,-0.145
3463,-0.17
3464,-0.2
3465,-0.195
3466,-0.19
3467,-0.235
3468,0.06
3469,0.73
3470,1.305
3471,0.725
3472,-0.235
3473,-0.72
3474,-0.615
3475,-0.33
3476,-0.18
3477,-0.155
3478,-0.16
3479,-0.135
3480,-0.14
3481,-0.11
3482,-0.1
3483,-0.08
3484,-0.065
3485,-0.04
3486,-0.01
3487,0.01
3488,0.03
3489,0.05
3490,0.075
3491,0.125
3492,0.15
3493,0.17
3494,0.195
3495,0.215
3496,0.215
3497,0.235
3498,0.22
3499,0.225
3500,0.19
3501,0.145
3502,0.125
3503,0.085
3504,0.065
3505,0.005
3506,-0.005
3507,0.0
3508,0.01
3509,0.005
3510,-0.005
3511,-0.03
3512,-0.025
3513,-0.01
3514,-0.015
3515,-0.015
3516,-0.045
3517,-0.04
3518,-0.03
3519,-0.045
3520,-0.065
3521,-0.075
3522,-0.06
3523,-0.06
3524,-0.08
3525,-0.075
3526,-0.085
3527,-0.065
3528,-0.08
3529,-0.09
3530,-0.085
3531,-0.065
3532,-0.09
3533,-0.085
3534,-0.1
3535,-0.09
3536,-0.09
3537,-0.09
3538,-0.095
3539,-0.03
3540,0.04
3541,0.035
3542,0.085
3543,0.2
3544,0.145
3545,0.05
3546,-0.01
3547,-0.025
3548,-0.13
3549,-0.15
3550,-0.2
3551,-0.19
3552,-0.17
3553,-0.215
3554,0.065
3555,0.83
3556,1.44
3557,0.705
3558,-0.32
3559,-0.775
3560,-0.61
3561,-0.325
3562,-0.18
3563,-0.145
3564,-0.155
3565,-0.13
3566,-0.13
3567,-0.12
3568,-0.1
3569,-0.075
3570,-0.075
3571,-0.035
3572,-0.035
3573,0.005
3574,0.03
3575,0.05
3576,0.07
3577,0.125
3578,0.15
3579,0.205
3580,0.2
3581,0.215
3582,0.235
3583,0.225
3584,0.235
3585,0.205
3586,0.19
3587,0.15
3588,0.095
3589,0.075
3590,0.035
3591,0.015
3592,0.0
3593,-0.015
3594,-0.005
3595,-0.015
3596,-0.02
3597,0.0
3598,-0.015
3599,-0.01
3600,-0.02
3601,-0.025
3602,-0.035
3603,-0.02
3604,-0.04
3605,-0.055
3606,-0.055
3607,-0.055
3608,-0.06
3609,-0.07
3610,-0.065
3611,-0.07
3612,-0.065
3613,-0.065
3614,-0.085
3615,-0.065
3616,-0.075
3617,-0.095
3618,-0.095
3619,-0.09
3620,-0.085
3621,-0.1
3622,-0.085
3623,-0.075
3624,-0.025
3625,0.02
3626,0.03
3627,0.085
3628,0.195
3629,0.145
3630,0.045
3631,-0.015
3632,-0.04
3633,-0.135
3634,-0.2
3635,-0.22
3636,-0.2
3637,-0.205
3638,-0.26
3639,0.04
3640,0.775
3641,1.44
3642,0.905
3643,-0.28
3644,-0.79
3645,-0.6
3646,-0.315
3647,-0.17
3648,-0.165
3649,-0.16
3650,-0.14
3651,-0.14
3652,-0.135
3653,-0.125
3654,-0.09
3655,-0.075
3656,-0.04
3657,-0.03
3658,0.005
3659,0.025
3660,0.04
3661,0.085
3662,0.115
3663,0.155
3664,0.2
3665,0.22
3666,0.23
3667,0.24
3668,0.25
3669,0.26
3670,0.245
3671,0.2
3672,0.16
3673,0.115
3674,0.07
3675,0.04
3676,0.01
3677,0.0
3678,-0.005
3679,-0.01
3680,-0.015
3681,0.0
3682,0.0
3683,-0.005
3684,-0.015
3685,-0.005
3686,-0.015
3687,-0.025
3688,-0.035
3689,-0.035
3690,-0.045
3691,-0.05
3692,-0.06
3693,-0.06
3694,-0.075
3695,-0.06
3696,-0.08
3697,-0.07
3698,-0.075
3699,-0.075
3700,-0.095
3701,-0.075
3702,-0.09
3703,-0.08
3704,-0.095
3705,-0.08
3706,-0.095
3707,-0.08
3708,-0.1
3709,-0.09
3710,-0.065
3711,0.0
3712,0.04
3713,0.045
3714,0.16
3715,0.15
3716,0.07
3717,0.02
3718,-0.04
3719,-0.065
3720,-0.19
3721,-0.185
3722,-0.2
3723,-0.19
3724,-0.22
3725,-0.155
3726,0.295
3727,1.22
3728,1.71
3729,0.065
3730,-0.73
3731,-0.63
3732,-0.395
3733,-0.15
3734,-0.17
3735,-0.155
3736,-0.165
3737,-0.14
3738,-0.14
3739,-0.11
3740,-0.105
3741,-0.075
3742,-0.065
3743,-0.03
3744,-0.02
3745,0.01
3746,0.035
3747,0.075
3748,0.1
3749,0.145
3750,0.17
3751,0.2
3752,0.21
3753,0.22
3754,0.22
3755,0.23
3756,0.22
3757,0.205
3758,0.165
3759,0.135
3760,0.095
3761,0.055
3762,0.025
3763,0.01
3764,0.005
3765,0.0
3766,-0.005
3767,0.0
3768,0.005
3769,0.005
3770,0.0
3771,0.0
3772,-0.005
3773,-0.015
3774,-0.02
3775,-0.03
3776,-0.03
3777,-0.04
3778,-0.045
3779,-0.055
3780,-0.055
3781,-0.06
3782,-0.06
3783,-0.065
3784,-0.065
3785,-0.075
3786,-0.07
3787,-0.08
3788,-0.075
3789,-0.085
3790,-0.075
3791,-0.085
3792,-0.08
3793,-0.09
3794,-0.095
